"lot_id","geom"
1,"SRID=3435;POLYGON ((1070929.3697499998 1954857.0900000008, 1070898.8999999973 1954881.4002500037, 1070854.800000001 1954906.8002500033, 1070817.5697500003 1954940.4500000032, 1070788.7602499975 1954981.5402500026, 1070768.355999998 1955031.0972499996, 1070747.9999999998 1955035.4002500018, 1070727.9500000004 1955081.4497500004, 1070707.0502500015 1955112.8199999994, 1070672.2899999993 1955149.0702499948, 1070619.8002500008 1955183.3997500048, 1070616.5097500025 1955204.4102500011, 1070590.2002500019 1955215.200249997, 1070570.7500000012 1955212.969750004, 1070557.4600000016 1955204.4502499986, 1070556.7999999998 1955180.1995000022, 1070532.879999998 1955166.5300000021, 1070513.7302500007 1955162.0202499956, 1070465.0297500023 1955169.1202499995, 1070429.2995 1955192.5499999959, 1070409.8697499996 1955220.7802500008, 1070400.7499999998 1955262.5202499987, 1070406.6397500008 1955296.2800000026, 1070428.9797500013 1955331.8702500025, 1070463.1600000006 1955354.54, 1070495.3099999977 1955361.4999999998, 1070527.9802500005 1955357.6497499985, 1070564.1800000002 1955338.3697499991, 1070585.6000000006 1955313.3999999966, 1070597.9997500011 1955283.5997500008, 1070586 1955276.0002499984, 1070581.1997499992 1955267.8102499978, 1070589.2302500021 1955244.3697499996, 1070619.9997500016 1955226.7999999938, 1070629.0397499995 1955227.1199999934, 1070643.3997500031 1955237.1997499978, 1070670.4402500023 1955221.860250004, 1070719.48 1955183.770000003, 1070760.3202500006 1955136.9900000019, 1070784.6499999985 1955097.240000002, 1070803.0000000014 1955054.3999999976, 1070791.2100000025 1955039.2697499967, 1070797.890000002 1955012.4799999956, 1070812.5599999977 1954982.3702500034, 1070832.3599999985 1954955.350000003, 1070856.640000001 1954932.2800000012, 1070926.6300000004 1954886.0702499936, 1070956.7197499997 1954857.9700000007, 1070979.307450204 1954862.4545813184, 1071005.539999999 1954823.189999999, 1071024.480250001 1954783.219999996, 1071041.0402499991 1954711.5299999989, 1071042.0000000005 1954696.7999999966, 1071024.4702500014 1954684.3302500022, 1071017.5899999987 1954629.7302499977, 1071002.6000000015 1954579.2000000034, 1071003.4197500001 1954562.729999994, 1071011.899999999 1954543.7700000014, 1070945.6599999995 1954569.39, 1070968.0399999984 1954577.659749997, 1070982.1999999988 1954593.200000005, 1070997.989999998 1954643.5399999965, 1071001.799750002 1954682.799999997, 1070995.2590000017 1954690.3592500002, 1070983.5997500005 1954694.599749996, 1070979.3302500006 1954730.170249998, 1070969.2200000002 1954764.5397500028, 1070953.5497500005 1954796.7502499959, 1070928.8189614778 1954830.315672662, 1070936.541083411 1954849.926258186, 1070929.3697499998 1954857.0900000008), (1070439.6730000018 1955258.544, 1070444.8600000008 1955236.0717499987, 1070458.853999999 1955216.4549999982, 1070479.3990000014 1955203.8639999963, 1070502.1780000003 1955200.2569999972, 1070525.6090000018 1955205.882250004, 1070544.2660000008 1955219.4380000003, 1070556.8569999996 1955239.9830000044, 1070560.4640000013 1955262.7620000017, 1070555.2769999981 1955285.233249999, 1070541.2840000023 1955304.8495000014, 1070521.7259999993 1955317.0717500013, 1070497.959 1955321.0490000038, 1070475.4877500015 1955315.8609999998, 1070455.870999999 1955301.8680000037, 1070443.2797500012 1955281.3219999934, 1070439.6730000018 1955258.544))"
2,"SRID=3435;POLYGON ((1072821.7697499979 1954498.7497500037, 1072828.889499999 1954446.8699999985, 1072814.210250001 1954365.9694999985, 1072786.7597500002 1954300.9900000028, 1072743.041000003 1954241.1539999994, 1072741.7350000003 1954234.166250001, 1072747.0000000012 1954220.3999999976, 1072683.3997500027 1954170.7999999963, 1072652.6200000034 1954154.6100000006, 1072578.2202499998 1954125.0297499953, 1072550.8000000012 1954104.6010000014, 1072530.3999999994 1954079.000000002, 1072516.399750001 1954080.8002499992, 1072508.6200000031 1954076.1899999997, 1072493.169750002 1954028.6599999985, 1072496.4 1954018.59975, 1072516.6700000023 1954000.5702499968, 1072441.7302500021 1954019.1305000032, 1072457.589749999 1954026.5997499945, 1072472.0000000019 1954042.200000003, 1072488.7702499994 1954088.9504999958, 1072482.2002499988 1954109.3999999962, 1072521.819750001 1954154.1297499987, 1072560.2500000019 1954179.8199999982, 1072650.6097499982 1954217.3100000028, 1072705.385999999 1954257.729000002, 1072720.75 1954255.1100000027, 1072729.6897500013 1954257.8900000001, 1072761.7700000005 1954302.8500000024, 1072780.8097499986 1954337.329750003, 1072797.6397500017 1954386.4902499982, 1072806.0000000007 1954433.579999999, 1072804.4602500026 1954480.1602499967, 1072796.6767500008 1954506.757999999, 1072789.3857499985 1954512.1499999994, 1072775.1997500008 1954511.6002499966, 1072746.1800000009 1954555.3299999984, 1072680.6002499997 1954607.8002499994, 1072681.0330000005 1954628.3392499986, 1072655.4000000006 1954648.0002499972, 1072639.6702499983 1954650.210249998, 1072624.8000000026 1954644.6002499962, 1072618.0000000023 1954621.9999999958, 1072578.6400000027 1954616.0000000012, 1072540.2002500002 1954626.4002500004, 1072508.5297500002 1954652.0799999994, 1072489.499750001 1954688.1300000034, 1072485.599500002 1954721.1897500013, 1072492.910250001 1954754.2797499963, 1072510.7600000026 1954783.0797500007, 1072544.709750001 1954808.2097499988, 1072577.5700000003 1954814.960249997, 1072618.9999999995 1954808.6797500022, 1072654.6299999987 1954788.0297499986, 1072676.7802500029 1954756.2500000019, 1072684.5497500019 1954726.1802499949, 1072684.8002500003 1954710.6, 1072670.4005000014 1954704.9997500037, 1072664.1900000023 1954696.3697499982, 1072663.440000002 1954681.6899999972, 1072667.710250001 1954670.0997499973, 1072693.8600000008 1954646.3682499987, 1072715.3997500036 1954653.7999999959, 1072788.2800000024 1954593.7000000018, 1072810.9202499979 1954564.7397499983, 1072828.399750001 1954532.3999999992, 1072819.399750001 1954516.7097499978, 1072821.7697499979 1954498.7497500037), (1072525.5397500002 1954708.9600000023, 1072534.5302500038 1954683.0699999982, 1072548.3397499986 1954667.7497500041, 1072566.039999998 1954658.180000001, 1072592.3202500017 1954655.3502499973, 1072611.4499999995 1954660.8102500003, 1072632.2800000017 1954677.0702500006, 1072642.220250001 1954694.2899999982, 1072645.870250002 1954720.4697500025, 1072641.0297500016 1954739.760250001, 1072625.439750003 1954761.0897500003, 1072608.0399999982 1954771.7000000032, 1072580.9400000006 1954775.75, 1072554.83 1954767.4399999976, 1072539.1499999983 1954754.0402500052, 1072526.8800000004 1954729.5399999986, 1072525.5397500002 1954708.9600000023))"
3,"SRID=3435;POLYGON ((1074870.8200000003 1953971.1902500005, 1074901.2095000015 1954024.6400000008, 1074944.3599999987 1954065.180249995, 1075030.5997500017 1954106.2000000004, 1075048.0000000007 1954094.7997499981, 1075064.1200000027 1954101.6599999953, 1075106.399750001 1954127.560000004, 1075139.77025 1954155.9699999962, 1075177.1997499992 1954200.800250001, 1075207.1902500014 1954250.8602500046, 1075223.7497500007 1954291.3899999992, 1075237.3597499996 1954348.1197499996, 1075241.6097500005 1954403.5102500007, 1075238.589749999 1954444.3897499961, 1075226.1999999988 1954497.6000000008, 1075208.6099999987 1954539.530249998, 1075176.3297500035 1954590.799750001, 1075103.999750001 1954681.4004999967, 1075084.3997500006 1954677.6002499985, 1075062.8002500024 1954706.9900000014, 1075020.0699999996 1954786.279749998, 1074988.3997500024 1954869.7995000007, 1074999.3212500012 1954876.5509999988, 1075003.3997500038 1954888.3997499996, 1074988.73 1954970.929999999, 1074984.7702499996 1955015.9799999977, 1074991.279750003 1955119.3797499964, 1075009.4102500023 1955195.2394999985, 1075067.199999999 1955344.1999999995, 1075083.190000002 1955403.7497500041, 1075094.4002499986 1955505.799999998, 1075088.8310000012 1955577.3950000028, 1075076.082500001 1955633.843000003, 1075058.4000000004 1955640.0002499959, 1075033.7102500012 1955703.1197500008, 1074967.6000000013 1955846.2002499998, 1074969.1994999994 1955866.7999999984, 1074978.7100000014 1955877.3400000043, 1074961.41 1955948.3697500005, 1074952.0002500005 1956020.399999997, 1074951.9132500014 1956192.6072500004, 1074904.3999999983 1956205.199749999, 1074709.4422499978 1956242.1990000033, 1074701.493749999 1956239.658749997, 1074691.6000000022 1956225.200000003, 1074541.4002500004 1956256.3997499982, 1074514.7500000016 1956271.5799999947, 1074495.4099999997 1956295.3899999983, 1074485.9997499983 1956324.580250003, 1074487.8000000014 1956355.2002499984, 1074499.1402500004 1956381.39, 1074524.6402500032 1956406.1805000023, 1074558.8402500015 1956418.0802500034, 1074588.549750002 1956415.9399999967, 1074614.2497500016 1956404.9500000034, 1074633.5602499996 1956387.569750005, 1074666.370250002 1956327.6397499954, 1074686.200250001 1956304.999750003, 1074681.1479999993 1956296.2570000028, 1074683.1897500025 1956285.0297499953, 1074704.2899999998 1956271.469999997, 1074734.010249999 1956260.1199999962, 1074918.4002499992 1956224.200000003, 1074938.3702500022 1956227.5597500002, 1074949.4202499974 1956239.5897499989, 1074968.4094999984 1956545.8999999953, 1074982.8000000024 1956656.999750005, 1075046.8700000024 1956938.4902499958, 1075103.790250001 1957125.9697500018, 1075140.7602499984 1957226.9104999972, 1075216.1997499992 1957373.3999999992, 1075308.0000000016 1957600.8004999978, 1075484.6002499997 1958107.0002499982, 1075709.9997500016 1958779.0000000005, 1075800.6002500006 1959073.6000000003, 1075826.2002499993 1959140.000500002, 1075810.9997499995 1959151.6000000027, 1075834.3997500022 1959209.6, 1075862.0254999986 1959240.5485000054, 1075877.2000000014 1959251.3999999962, 1075900.180000001 1959259.069750003, 1075940.399750002 1959259.3999999966, 1075940.6000000006 1959244.9997500007, 1075998.7497500014 1959221.0297499965, 1076047.3999999976 1959181.1997499976, 1076062.200000001 1959190.0000000012, 1076068.3000000003 1959181.54975, 1076082.6400000004 1959153.8297500026, 1076090.53 1959123.6202500009, 1076088.5900000003 1959054.710249999, 1076093.4202499988 1959026.7205000017, 1076114.269750001 1958984.3902499948, 1076140.1297500005 1958959.2097499953, 1076163.3100000005 1958947.5900000038, 1076188.629999999 1958942.0502500013, 1076223.0100000033 1958944.6700000009, 1076253.5357500026 1958955.3739999987, 1076275.0542499982 1958943.5339999998, 1076285.619499999 1958956.6497500027, 1076290.8602500008 1958979.3799999987, 1076299.6197500003 1958995.0302499987, 1076319.1002500006 1959008.6899999976, 1076336.8000000026 1959011.590250001, 1076354.28975 1959007.6400000034, 1076372.910000001 1958992.8297500005, 1076380.1800000004 1958977.200249998, 1076380.0297500002 1958954.7400000012, 1076369.369750001 1958934.9600000016, 1076355.8897500015 1958924.7302499986, 1076333.9702500007 1958919.7702500012, 1076304.430249999 1958928.319750006, 1076290.5300000028 1958927.0799999987, 1076275.6000000015 1958916.1997499985, 1076269.2890000027 1958900.0222499957, 1076235.750000001 1958888.2999999956, 1076183.3897500006 1958884.6002499969, 1076132.629999998 1958897.939750003, 1076105.1997499983 1958913.6000000027, 1076079.1800000018 1958935.96, 1076057.9402500018 1958962.9097499982, 1076042.269749998 1958993.4202500007, 1076031.0102499977 1959037.700000004, 1076030.199749998 1959072.000249996, 1076034.2402499986 1959079.2202500014, 1076050.618000002 1959090.432999999, 1076051.029249999 1959115.6469999987, 1076040.170250001 1959150.3800000027, 1076017.8200000012 1959181.6099999982, 1075999.4497499987 1959198.6199999978, 1075970.9499999997 1959215.310249998, 1075932.719749998 1959225.5799999954, 1075891.1269999999 1959217.5892499958, 1075875.1080000014 1959207.2609999992, 1075861.129500001 1959191.6522500014, 1075553.9999999993 1958255.2002500002, 1075409.4002499992 1957840.8002500029, 1075425.7997500019 1957832.8002500008, 1075378.3995000003 1957699.1999999997, 1075364.3900000025 1957699.960249997, 1075357.5997500012 1957696.4000000001, 1075313.0000000002 1957564.1997499987, 1075245.8000000024 1957395.8002500013, 1075150.2104999984 1957200.9799999956, 1075115.3997500027 1957111.8002500045, 1075073.6000000017 1956972.0002499952, 1075030.4000000006 1956799.8002499994, 1074992.3999999994 1956614.2002499995, 1074979.5097500016 1956477.8397499998, 1074971.8694999993 1956092.1199999985, 1074977.5197500011 1955987.7097499948, 1074988.93 1955923.9197499962, 1075009.049499999 1955851.4097499987, 1075026.9600000002 1955806.840499995, 1075073.9800000016 1955716.649999997, 1075097.94975 1955647.530000002, 1075110.6200000013 1955590.5099999963, 1075117.9997500007 1955512.999750005, 1075114.4100000018 1955442.4602499974, 1075101.5994999995 1955373.0002499956, 1075116.1999999997 1955359.3997500034, 1075045.599750003 1955171.399999998, 1075026.3997500027 1955065.599999999, 1075008.7995 1955058.1997499997, 1075009.190000001 1954998.4597499988, 1075016.2399999998 1954939.1502500025, 1075029.3400000012 1954882.799999996, 1075053.3802500009 1954814.8400000047, 1075076.6000000022 1954766.0000000026, 1075116.1897500001 1954703.3300000003, 1075169.1997500001 1954638.2002499998, 1075188.2002500005 1954642.6000000024, 1075220.6000000027 1954603.5997499984, 1075256.980250001 1954538.439999998, 1075272.0897500005 1954496.229750001, 1075281.3399999999 1954454.2100000002, 1075283.449999998 1954375.430249995, 1075271.0602500013 1954304.9797500032, 1075250.6097499991 1954244.1902500014, 1075220.8002500003 1954187.399999998, 1075183.0000000002 1954142.2002499998, 1075170.000000001 1954150.9997500016, 1075141.6700000025 1954124.60025, 1075099.4499999983 1954094.9497500013, 1074955.6000000034 1954021.7997499984, 1074927.3602499994 1953988.5499999954, 1074911.0697500017 1953954.5897499996, 1074900.9899999972 1953921.74025, 1074881.7997499993 1953783.2004999935, 1074886.5702500013 1953761.6700000018, 1074903.4400000023 1953741.1997499978, 1074835.1802500014 1953747.7702500012, 1074851.5100000035 1953764.0697500021, 1074858.7999999996 1953778.5997500005, 1074861.800250001 1953810.599500001, 1074844.0000000007 1953816.5999999994, 1074863.000000001 1953947.7997500014, 1074870.8200000003 1953971.1902500005), (1074525.4532499998 1956330.2009999976, 1074533.6827500009 1956309.4500000004, 1074551.108500001 1956295.4977499982, 1074631.0002499993 1956279.600000001, 1074640.0402500003 1956286.0197499983, 1074641.0002500024 1956292.799749999, 1074602.2002500012 1956360.8002499982, 1074586.4100000015 1956373.7797499942, 1074566.2399999977 1956377.1300000027, 1074543.1600000008 1956369.459999999, 1074528.1602499995 1956351.6802499935, 1074525.4532499998 1956330.2009999976), (1076305.7882499995 1958962.0820000025, 1076317.5347499999 1958941.7347500036, 1076339.293750001 1958935.9052499963, 1076359.6417500018 1958947.652000003, 1076365.471999999 1958969.4107500033, 1076354.5512500003 1958989.1122499977, 1076331.965999998 1958995.5890000006, 1076312.2637500041 1958984.667999999, 1076305.7882499995 1958962.0820000025))"
4,"SRID=3435;POLYGON ((1074896.5307499985 1951045.391999999, 1074912.1997499997 1951032.9997500048, 1074902.4202499974 1951001.8702499997, 1074882.8202499999 1950975.7899999998, 1074849.7899999982 1950954.3602500057, 1074812.0900000012 1950947.1802499965, 1074781.749749999 1950952.4297500015, 1074767.59975 1950958.6000000045, 1074765.1202500025 1950977.809749997, 1074759.2899999984 1950985.8202499945, 1074747.4602500014 1950991.1900000002, 1074731.759750001 1950992.0902500025, 1074697.9232500005 1950977.1677500033, 1074693.599750001 1950969.5997499982, 1074693.1997499997 1950954.1997499964, 1074631.800000002 1950927.8002500043, 1074551.8504999995 1950901.410250001, 1074469.1999999997 1950885.4000000006, 1074386.8999999978 1950878.7997499998, 1074304.4000000004 1950881.8002499999, 1074290.0247500027 1950900.596249999, 1074214.369750002 1950913.420000003, 1074197.99975 1950893.3999999962, 1074069.2000000014 1950935.2002499967, 1074063.6200000013 1950960.1802500002, 1074022.6700000016 1950986.0602499992, 1073991.6602500028 1951017.834, 1073965.7055000006 1951052.5869999973, 1073915.6200000006 1951133.1700000037, 1073877.5997500017 1951180.7999999996, 1073815.5082500037 1951234.8210000037, 1073803.200250001 1951236.0005000017, 1073794.4002500004 1951228.7999999963, 1073744.8799999978 1951272.9599999997, 1073701.710000002 1951335.0000000002, 1073668.9600000023 1951395.9404999984, 1073656.3700000003 1951438.7002500005, 1073647.28975 1951494.4300000016, 1073638.8000000017 1951674.0000000014, 1073653.7519999994 1951691.4734999945, 1073646.4 1951768.8800000024, 1073647.010000002 1951808.7899999975, 1073650.399999999 1951835.200000004, 1073671.3697500008 1951915.9497500006, 1073673.7100000023 1951940.7097499978, 1073671.9600000014 1951953.0602499999, 1073658.4000000006 1951957.1997499997, 1073649.0097500028 1952154.2000000041, 1073638.2302500028 1952190.0995000033, 1073615.800000001 1952225.9997500035, 1073623.6570000025 1952239.2717500038, 1073622.8000000026 1952246.6002499983, 1073603.379749999 1952264.6699999997, 1073573.9500000004 1952265.720250005, 1073557.109499999 1952270.4902499972, 1073542.7497500014 1952280.4902499993, 1073532.440250004 1952294.6300000066, 1073527.5289999992 1952324.379249997, 1073532.1707500005 1952339.8347499978, 1073541.3352500026 1952353.1182499966, 1073559.003500001 1952365.2782500023, 1073578.329750003 1952369.2302500047, 1073602.7797499998 1952363.2797499967, 1073617.669750002 1952351.560249996, 1073629.2000000011 1952329.2000000037, 1073626.8299999982 1952277.0800000003, 1073642.1802500011 1952259.8777499995, 1073662.1999999988 1952262.799999995, 1073691.7802500036 1952208.4205000051, 1073705.0200000003 1952164.0600000012, 1073714.6000000031 1951954.5997499956, 1073704.800000001 1951954.4002500023, 1073696.9999999998 1951946.1997499962, 1073689.3800000001 1951899.7199999974, 1073670.8799999997 1951829.3797499973, 1073666.3702500009 1951781.199749997, 1073675.719999998 1951693.3499999996, 1073681.600249999 1951687.2000000025, 1073695 1951683.1997499974, 1073703.4000000001 1951503.2002499988, 1073690.2002500019 1951498, 1073687.4630000012 1951490.3720000049, 1073693.0397499995 1951452.770249997, 1073702.8702500013 1951420.4200000004, 1073736.8197500014 1951354.5600000056, 1073772.6200000015 1951301.7397499967, 1073798.499750001 1951275.5997499982, 1073846.0400000003 1951238.970250004, 1073898.8799999992 1951190.5202499991, 1073939.0104999999 1951140.1502500018, 1073998.74325 1951044.4039999994, 1074035.6997499983 1951005.3197500044, 1074069.7100000011 1950983.0000000019, 1074085.8999999985 1950978.6197500022, 1074101.400249999 1950990.2000000037, 1074165.9899999993 1950967.6199999978, 1074249.0400000003 1950946.7002499977, 1074311.3302499976 1950938.5000000026, 1074371.8999999978 1950936.719750004, 1074446.4897500025 1950941.6097500015, 1074520.0695000014 1950954.8199999966, 1074603.77 1950979.5902500015, 1074666.399750004 1951007.6000000047, 1074686.8000000021 1950997.0000000005, 1074713.3999999983 1951011.1997499985, 1074727.2899999982 1951027.429750002, 1074730.8602500006 1951045.9802500017, 1074714.3995000029 1951065.2000000034, 1074716.2202499988 1951073.1599999985, 1074734.4200000018 1951109.430249995, 1074758.3197500007 1951131.499999999, 1074789.2097500023 1951144.7197500002, 1074832.530000001 1951145.59025, 1074857.3999999978 1951137.600000002, 1074859.2002499998 1951119.6000000017, 1074870.710000003 1951106.9802500005, 1074899.9999999998 1951103.6000000031, 1074945.4102500007 1951133.1597500022, 1075018.6802500023 1951220.099999999, 1075076.6000000027 1951269.799999997, 1075144.8900000027 1951304.0497499993, 1075223.4905000003 1951323.620250003, 1075288.1700000013 1951324.750249998, 1075351.5997500003 1951312.149999998, 1075364.6000000008 1951326.799750001, 1075582.4002499997 1951265.9997500016, 1075664.989500003 1951249.2000000048, 1075748.3997500022 1951237.3999999983, 1075754.7797500023 1951221.4200000027, 1075761.799750001 1951217.2000000014, 1075902.9500000004 1951208.64, 1075986.200249999 1951211.3999999969, 1075995.3997500013 1951229.3999999994, 1076065.870000003 1951239.719999999, 1076134.5997500026 1951258.4002500025, 1076210.6800000002 1951289.060500005, 1076292.1999999986 1951333.3997500017, 1076313.8000000024 1951325.9999999995, 1076371.1700000037 1951370.1699999995, 1076428.0302500022 1951421.4102499986, 1076424.9339999992 1951443.5177500008, 1076504.7297500016 1951522.8400000026, 1076559.5100000023 1951593.1300000022, 1076603.5897500003 1951672.1402499962, 1076629.809749998 1951737.0700000015, 1076651.3200000024 1951746.4699999976, 1076669.8999999992 1951828.0697500012, 1076684.3252500007 1951929.9440000004, 1076668.279 1951946.8790000004, 1076680.2397500018 1952027.2292499982, 1076700.1499999985 1952101.832000002, 1076730.884 1952172.6670000032, 1076777.6999999988 1952249.6000000015, 1076838.959750001 1952321.4999999993, 1076948.820999998 1952415.023999995, 1076972.2000000004 1952413.7999999959, 1077017.1997499976 1952467.1997499997, 1077056.3997500022 1952539.7999999956, 1077055.3997500031 1952546.4004999981, 1077044.7069999997 1952559.5120000006, 1077063.800000002 1952632.579999998, 1077069.9999999988 1952705.200000003, 1077056.340250001 1952814.7500000007, 1077055.1999999983 1952858.6899999985, 1077064.0002500017 1952916.6000000003, 1077079.490249999 1952957.9897499974, 1077100.9797500016 1952996.6202500013, 1077138.9840000009 1953044.012000003, 1077145.2740000023 1953046.625500004, 1077164.9997500011 1953043.0000000023, 1077209.1997499987 1953083.7999999977, 1077236.600000001 1953120.9999999998, 1077243.199999999 1953141.7800000021, 1077241.8500000038 1953158.150250001, 1077225.150250001 1953179.1200000003, 1077304.009500003 1953170.2439999992, 1077276.6500000008 1953155.4797499988, 1077235.629999998 1953082.369999994, 1077176.5489999992 1953026.2929999982, 1077178.5392500013 1953004.7650000034, 1077139.429750001 1952952.3202499999, 1077120.8897499999 1952909.2802500008, 1077113.550000001 1952874.8797499998, 1077111.3895000012 1952828.3400000052, 1077124.6302500009 1952724.7002500007, 1077124.5400000012 1952662.819999997, 1077113.6197500026 1952593.100000001, 1077097.3999999985 1952540.3999999978, 1077076.4699999983 1952534.2497500004, 1077048.3997500015 1952478.200000001, 1077020.0502500013 1952436.6897499983, 1076986.7995000002 1952397.7999999952, 1076988.0730000008 1952375.173000001, 1076902.4097500006 1952304.049749999, 1076861.4897500016 1952264.6602499997, 1076816.0897499984 1952208.2297499992, 1076788.0500000024 1952162.8400000047, 1076765.939750001 1952116.4600000025, 1076743.5995000019 1952051.7097499943, 1076722.657000003 1951935.1802499979, 1076703.8102500003 1951926.4397500025, 1076690.0880000005 1951822.0495000035, 1076669.638750002 1951739.5807500032, 1076683.7582500025 1951720.165250005, 1076666.1500000006 1951674.3602500015, 1076625.1700000025 1951592.6899999988, 1076587.6997499985 1951535.2902500022, 1076538.879999999 1951477.5302499954, 1076464.8000000028 1951402.2000000023, 1076447.0002500026 1951405.3999999966, 1076436.2000000014 1951401.6002499976, 1076382.2399999993 1951351.6399999997, 1076321.5599999996 1951306.6099999994, 1076321.0495000016 1951282.289999998, 1076276.3700000034 1951258.5502499987, 1076211.8202500024 1951228.4799999974, 1076136.570000002 1951199.4397499987, 1076063.1297499991 1951180.4102500002, 1076005.7427500018 1951172.0442499944, 1075985.27 1951189.9897499988, 1075887.7495000002 1951186.5300000033, 1075760.7997499995 1951196.1997499962, 1075753.1902500025 1951193.2902500045, 1075741.999500001 1951180.0002500003, 1075690.4897500016 1951185.5904999988, 1075556.1499999978 1951213.8097499995, 1075381.5997500026 1951261.3999999966, 1075350.599750002 1951271.20025, 1075349.9897500034 1951286.4902499986, 1075343.9999999993 1951292.600000003, 1075264.239750003 1951303.3994999982, 1075236.800250001 1951303, 1075194.459750002 1951294.79975, 1075126.2 1951272.399749997, 1075064.7899999986 1951233.9600000016, 1075033.1997499978 1951204.000249996, 1074964.1600000022 1951119.1602499983, 1074940.239999999 1951099.9497499983, 1074905.15 1951079.5000000002, 1074895.5199999996 1951062.0102500007, 1074896.5307499985 1951045.391999999), (1074758.3500000024 1951020.4899999981, 1074770.1897500022 1951004.4799999995, 1074792.7702500022 1950990.7102499967, 1074812.420000004 1950987.4999999984, 1074838.200250001 1950993.400250003, 1074855.2102500023 1951005.199749998, 1074869.8700000031 1951028.4702500023, 1074872.6897500027 1951055.8200000003, 1074866.5894999986 1951075.620250001, 1074848.8597499977 1951096.650250004, 1074830.380250001 1951105.9902499968, 1074802.940000001 1951107.8199999987, 1074783.4000000006 1951100.9999999998, 1074767.6999999995 1951088.760250003, 1074754.5002500005 1951065.840000004, 1074751.8000000024 1951046.1099999987, 1074758.3500000024 1951020.4899999981), (1073554.4297500001 1952300.4200000034, 1073573.4002499986 1952288.3999999992, 1073595.0000000012 1952291.6499999953, 1073608.6302500009 1952308.7100000023, 1073609.6497500031 1952321.9699999986, 1073604.8202500024 1952334.3599999985, 1073586.809999998 1952346.720250005, 1073573.2302500026 1952347.1199999955, 1073560.7097500023 1952341.5802500013, 1073549.2097500018 1952322.2702499984, 1073554.4297500001 1952300.4200000034))"
5,"SRID=3435;POLYGON ((1078304.1402500018 1954080.5799999973, 1078353.9140000031 1954117.7440000023, 1078354.973000002 1954124.6989999984, 1078350.421750001 1954130.064000003, 1078355.1999999997 1954149.400250003, 1078399.9000000008 1954138.0300000038, 1078407.4200000023 1954142.900250001, 1078410.8000000003 1954159.3999999978, 1078470.8000000021 1954167.7999999968, 1078483.4600000023 1954149.4699999965, 1078524.3802500002 1954148.1297499998, 1078547.559999999 1954157.530000004, 1078560.8700000017 1954170.8500000006, 1078539.439750001 1954093.729999997, 1078531.2000000016 1954113.79975, 1078511.030250002 1954126.5399999996, 1078470.860000001 1954128.8200000029, 1078424.1499999983 1954122.4999999984, 1078390.5100000016 1954111.5300000021, 1078357.5497500002 1954094.089750001, 1078324.9897500016 1954068.7899999982, 1078288.199749999 1954027.9999999981, 1078297.0000000007 1954008.2000000002, 1078276.440000002 1953965.869999998, 1078266.969999998 1953919.7700000044, 1078270.3999999987 1953771.6000000017, 1078254.9997499997 1953761.799749999, 1078252.2000000007 1953753.7997500035, 1078255.704594046 1953692.9124586456, 1078258.597010061 1953685.319866607, 1078281.3747861774 1953661.4574344847, 1078286.6172902046 1953637.5950023625, 1078282.188278182 1953621.8674902823, 1078273.8725821394 1953610.840154226, 1078257.6931300568 1953601.620578179, 1078240.6097979695 1953600.5359221734, 1078215.3915458408 1953614.4556742446, 1078205.268089789 1953638.4084943668, 1078207.9797298023 1953657.1188104625, 1078232.746041929 1953688.5738346234, 1078233.9997500007 1953735.7999999963, 1078231.190250002 1953761.0200000014, 1078214.0000000005 1953770.2000000025, 1078211.4100000004 1953929.8999999969, 1078228.1599999992 1953995.5202500012, 1078254.1099999996 1954046.6100000003, 1078285.600249998 1954084.3999999987, 1078304.1402500018 1954080.5799999973))"
